Date,LMP,Node
11/22/2016 9:00:00 PM,38.93,.Z.CONNECTICUT
11/22/2016 9:00:00 PM,39.06,.Z.RHODEISLAND
11/22/2016 9:00:00 PM,39.2,.Z.SEMASS
11/22/2016 9:00:00 PM,39.13,.Z.WCMASS
11/22/2016 9:00:00 PM,39.34,.Z.NEMASSBOST
11/22/2016 10:00:00 PM,37.85,.Z.MAINE
11/22/2016 10:00:00 PM,39.81,.Z.NEWHAMPSHIRE
11/22/2016 10:00:00 PM,39.42,.Z.VERMONT
11/22/2016 10:00:00 PM,40.15,.Z.CONNECTICUT
11/22/2016 10:00:00 PM,40.73,.Z.RHODEISLAND
11/22/2016 10:00:00 PM,40.64,.Z.SEMASS
11/22/2016 10:00:00 PM,40.52,.Z.WCMASS
11/22/2016 10:00:00 PM,40.77,.Z.NEMASSBOST
11/22/2016 11:00:00 PM,24.36,.Z.MAINE
11/22/2016 11:00:00 PM,25.71,.Z.NEWHAMPSHIRE
11/22/2016 11:00:00 PM,25.47,.Z.VERMONT
11/22/2016 11:00:00 PM,25.83,.Z.CONNECTICUT
11/22/2016 11:00:00 PM,26.26,.Z.RHODEISLAND
11/22/2016 11:00:00 PM,26.26,.Z.SEMASS
11/22/2016 11:00:00 PM,26.11,.Z.WCMASS
11/22/2016 11:00:00 PM,26.32,.Z.NEMASSBOST
11/23/2016 12:00:00 AM,17.03,.Z.MAINE
11/23/2016 12:00:00 AM,18.06,.Z.NEWHAMPSHIRE
11/23/2016 12:00:00 AM,17.86,.Z.VERMONT
11/23/2016 12:00:00 AM,18.04,.Z.CONNECTICUT
11/23/2016 12:00:00 AM,18.43,.Z.RHODEISLAND
11/23/2016 12:00:00 AM,18.47,.Z.SEMASS
11/23/2016 12:00:00 AM,18.32,.Z.WCMASS
11/23/2016 12:00:00 AM,18.52,.Z.NEMASSBOST
11/23/2016 1:00:00 AM,22.19,.Z.MAINE
11/23/2016 1:00:00 AM,23.5,.Z.NEWHAMPSHIRE
11/23/2016 1:00:00 AM,23.28,.Z.VERMONT
11/23/2016 1:00:00 AM,23.48,.Z.CONNECTICUT
11/23/2016 1:00:00 AM,23.96,.Z.RHODEISLAND
11/23/2016 1:00:00 AM,23.99,.Z.SEMASS
11/23/2016 1:00:00 AM,23.86,.Z.WCMASS
11/23/2016 1:00:00 AM,24.06,.Z.NEMASSBOST
11/23/2016 2:00:00 AM,21.67,.Z.MAINE
11/23/2016 2:00:00 AM,22.45,.Z.NEWHAMPSHIRE
11/23/2016 2:00:00 AM,22.31,.Z.VERMONT
11/23/2016 2:00:00 AM,22.42,.Z.CONNECTICUT
11/23/2016 2:00:00 AM,22.82,.Z.RHODEISLAND
11/23/2016 2:00:00 AM,22.83,.Z.SEMASS
11/23/2016 2:00:00 AM,22.75,.Z.WCMASS
11/23/2016 2:00:00 AM,22.9,.Z.NEMASSBOST
11/23/2016 3:00:00 AM,14.51,.Z.MAINE
11/23/2016 3:00:00 AM,15.38,.Z.NEWHAMPSHIRE
11/23/2016 3:00:00 AM,15.37,.Z.VERMONT
11/23/2016 3:00:00 AM,15.37,.Z.CONNECTICUT
11/23/2016 3:00:00 AM,15.6,.Z.RHODEISLAND
11/23/2016 3:00:00 AM,15.61,.Z.SEMASS
11/23/2016 3:00:00 AM,15.58,.Z.WCMASS
11/23/2016 3:00:00 AM,15.63,.Z.NEMASSBOST
11/23/2016 4:00:00 AM,20.2,.Z.MAINE
11/23/2016 4:00:00 AM,21.2,.Z.NEWHAMPSHIRE
11/23/2016 4:00:00 AM,21.15,.Z.VERMONT
11/23/2016 4:00:00 AM,21.24,.Z.CONNECTICUT
11/23/2016 4:00:00 AM,21.55,.Z.RHODEISLAND
11/23/2016 4:00:00 AM,21.55,.Z.SEMASS
11/23/2016 4:00:00 AM,21.51,.Z.WCMASS
11/23/2016 4:00:00 AM,21.57,.Z.NEMASSBOST
11/23/2016 5:00:00 AM,23.61,.Z.MAINE
11/23/2016 5:00:00 AM,24.43,.Z.NEWHAMPSHIRE
11/23/2016 5:00:00 AM,24.34,.Z.VERMONT
11/23/2016 5:00:00 AM,24.48,.Z.CONNECTICUT
11/23/2016 5:00:00 AM,24.84,.Z.RHODEISLAND
11/23/2016 5:00:00 AM,24.85,.Z.SEMASS
11/23/2016 5:00:00 AM,24.79,.Z.WCMASS
11/23/2016 5:00:00 AM,24.84,.Z.NEMASSBOST
11/23/2016 6:00:00 AM,39.85,.Z.MAINE
11/23/2016 6:00:00 AM,41.27,.Z.NEWHAMPSHIRE
11/23/2016 6:00:00 AM,41.11,.Z.VERMONT
11/23/2016 6:00:00 AM,41.35,.Z.CONNECTICUT
11/23/2016 6:00:00 AM,41.7,.Z.RHODEISLAND
11/23/2016 6:00:00 AM,41.95,.Z.SEMASS
11/23/2016 6:00:00 AM,41.81,.Z.WCMASS
11/23/2016 6:00:00 AM,41.99,.Z.NEMASSBOST
11/23/2016 7:00:00 AM,44.27,.Z.MAINE
11/23/2016 7:00:00 AM,45.86,.Z.NEWHAMPSHIRE
11/23/2016 7:00:00 AM,45.81,.Z.VERMONT
11/23/2016 7:00:00 AM,46.23,.Z.CONNECTICUT
11/23/2016 7:00:00 AM,46.46,.Z.RHODEISLAND
11/23/2016 7:00:00 AM,46.83,.Z.SEMASS
11/23/2016 7:00:00 AM,46.64,.Z.WCMASS
11/23/2016 7:00:00 AM,46.84,.Z.NEMASSBOST
11/23/2016 8:00:00 AM,43.28,.Z.MAINE
11/23/2016 8:00:00 AM,44.85,.Z.NEWHAMPSHIRE
11/23/2016 8:00:00 AM,45.03,.Z.VERMONT
11/23/2016 8:00:00 AM,45.43,.Z.CONNECTICUT
11/23/2016 8:00:00 AM,45.57,.Z.RHODEISLAND
11/23/2016 8:00:00 AM,45.88,.Z.SEMASS
11/23/2016 8:00:00 AM,45.71,.Z.WCMASS
11/23/2016 8:00:00 AM,45.89,.Z.NEMASSBOST
11/23/2016 9:00:00 AM,31.77,.Z.MAINE
11/23/2016 9:00:00 AM,33.03,.Z.NEWHAMPSHIRE
11/23/2016 9:00:00 AM,33.2,.Z.VERMONT
11/23/2016 9:00:00 AM,33.46,.Z.CONNECTICUT
11/23/2016 9:00:00 AM,33.57,.Z.RHODEISLAND
11/23/2016 9:00:00 AM,33.73,.Z.SEMASS
11/23/2016 9:00:00 AM,33.61,.Z.WCMASS
11/23/2016 9:00:00 AM,33.76,.Z.NEMASSBOST
11/23/2016 10:00:00 AM,26.85,.Z.MAINE
11/23/2016 10:00:00 AM,27.86,.Z.NEWHAMPSHIRE
11/23/2016 10:00:00 AM,27.99,.Z.VERMONT
11/23/2016 10:00:00 AM,28.22,.Z.CONNECTICUT
11/23/2016 10:00:00 AM,28.35,.Z.RHODEISLAND
11/23/2016 10:00:00 AM,28.48,.Z.SEMASS
11/23/2016 10:00:00 AM,28.34,.Z.WCMASS
11/23/2016 10:00:00 AM,28.48,.Z.NEMASSBOST
11/23/2016 11:00:00 AM,26.16,.Z.MAINE
11/23/2016 11:00:00 AM,27.05,.Z.NEWHAMPSHIRE
11/23/2016 11:00:00 AM,27.18,.Z.VERMONT
11/23/2016 11:00:00 AM,27.35,.Z.CONNECTICUT
11/23/2016 11:00:00 AM,27.42,.Z.RHODEISLAND
11/23/2016 11:00:00 AM,27.43,.Z.SEMASS
11/23/2016 11:00:00 AM,27.44,.Z.WCMASS
11/23/2016 11:00:00 AM,27.53,.Z.NEMASSBOST
11/23/2016 12:00:00 PM,26.09,.Z.MAINE
11/23/2016 12:00:00 PM,26.84,.Z.NEWHAMPSHIRE
11/23/2016 12:00:00 PM,26.8,.Z.VERMONT
11/23/2016 12:00:00 PM,26.98,.Z.CONNECTICUT
11/23/2016 12:00:00 PM,27.1,.Z.RHODEISLAND
11/23/2016 12:00:00 PM,27.13,.Z.SEMASS
11/23/2016 12:00:00 PM,27.12,.Z.WCMASS
11/23/2016 12:00:00 PM,27.26,.Z.NEMASSBOST
11/23/2016 1:00:00 PM,25.99,.Z.MAINE
11/23/2016 1:00:00 PM,26.75,.Z.NEWHAMPSHIRE
11/23/2016 1:00:00 PM,26.72,.Z.VERMONT
11/23/2016 1:00:00 PM,26.92,.Z.CONNECTICUT
11/23/2016 1:00:00 PM,27.04,.Z.RHODEISLAND
11/23/2016 1:00:00 PM,27.07,.Z.SEMASS
11/23/2016 1:00:00 PM,27.05,.Z.WCMASS
11/23/2016 1:00:00 PM,27.18,.Z.NEMASSBOST
11/23/2016 2:00:00 PM,26.31,.Z.MAINE
11/23/2016 2:00:00 PM,27.09,.Z.NEWHAMPSHIRE
11/23/2016 2:00:00 PM,27.06,.Z.VERMONT
11/23/2016 2:00:00 PM,27.24,.Z.CONNECTICUT
11/23/2016 2:00:00 PM,27.42,.Z.RHODEISLAND
11/23/2016 2:00:00 PM,27.47,.Z.SEMASS
11/23/2016 2:00:00 PM,27.42,.Z.WCMASS
11/23/2016 2:00:00 PM,27.56,.Z.NEMASSBOST
11/23/2016 3:00:00 PM,26.49,.Z.MAINE
11/23/2016 3:00:00 PM,27.3,.Z.NEWHAMPSHIRE
11/23/2016 3:00:00 PM,27.3,.Z.VERMONT
11/23/2016 3:00:00 PM,27.51,.Z.CONNECTICUT
11/23/2016 3:00:00 PM,27.6,.Z.RHODEISLAND
11/23/2016 3:00:00 PM,27.74,.Z.SEMASS
11/23/2016 3:00:00 PM,27.67,.Z.WCMASS
11/23/2016 3:00:00 PM,27.82,.Z.NEMASSBOST
11/23/2016 4:00:00 PM,32,.Z.MAINE
11/23/2016 4:00:00 PM,32.95,.Z.NEWHAMPSHIRE
11/23/2016 4:00:00 PM,32.92,.Z.VERMONT
11/23/2016 4:00:00 PM,33.3,.Z.CONNECTICUT
11/23/2016 4:00:00 PM,33.2,.Z.RHODEISLAND
11/23/2016 4:00:00 PM,33.55,.Z.SEMASS
11/23/2016 4:00:00 PM,33.47,.Z.WCMASS
11/23/2016 4:00:00 PM,33.66,.Z.NEMASSBOST
11/23/2016 5:00:00 PM,39.96,.Z.SEMASS
11/23/2016 5:00:00 PM,39.87,.Z.WCMASS
11/23/2016 5:00:00 PM,40.1,.Z.NEMASSBOST
11/23/2016 5:00:00 PM,37.8,.Z.MAINE
11/23/2016 5:00:00 PM,39.09,.Z.NEWHAMPSHIRE
11/23/2016 5:00:00 PM,38.95,.Z.VERMONT
11/23/2016 5:00:00 PM,39.75,.Z.CONNECTICUT
11/23/2016 5:00:00 PM,39.5,.Z.RHODEISLAND
11/23/2016 6:00:00 PM,31.97,.Z.MAINE
11/23/2016 6:00:00 PM,33.12,.Z.NEWHAMPSHIRE
11/23/2016 6:00:00 PM,33.09,.Z.VERMONT
11/23/2016 6:00:00 PM,33.7,.Z.CONNECTICUT
11/23/2016 6:00:00 PM,33.46,.Z.RHODEISLAND
11/23/2016 6:00:00 PM,33.85,.Z.SEMASS
11/23/2016 6:00:00 PM,33.77,.Z.WCMASS
11/23/2016 6:00:00 PM,33.93,.Z.NEMASSBOST
11/23/2016 7:00:00 PM,29.82,.Z.MAINE
11/23/2016 7:00:00 PM,30.79,.Z.NEWHAMPSHIRE
11/23/2016 7:00:00 PM,30.79,.Z.VERMONT
11/23/2016 7:00:00 PM,31.26,.Z.CONNECTICUT
11/23/2016 7:00:00 PM,31.02,.Z.RHODEISLAND
11/23/2016 7:00:00 PM,31.4,.Z.SEMASS
11/23/2016 7:00:00 PM,31.31,.Z.WCMASS
11/23/2016 7:00:00 PM,31.43,.Z.NEMASSBOST
11/23/2016 8:00:00 PM,30.88,.Z.MAINE
11/23/2016 8:00:00 PM,31.81,.Z.NEWHAMPSHIRE
11/23/2016 8:00:00 PM,31.89,.Z.VERMONT
11/23/2016 8:00:00 PM,32.24,.Z.CONNECTICUT
11/23/2016 8:00:00 PM,31.88,.Z.RHODEISLAND
11/23/2016 8:00:00 PM,32.25,.Z.SEMASS
11/23/2016 8:00:00 PM,32.29,.Z.WCMASS
11/23/2016 8:00:00 PM,32.34,.Z.NEMASSBOST
11/23/2016 9:00:00 PM,29.19,.Z.MAINE
11/23/2016 9:00:00 PM,29.94,.Z.NEWHAMPSHIRE
11/23/2016 9:00:00 PM,29.86,.Z.VERMONT
11/23/2016 9:00:00 PM,30.22,.Z.CONNECTICUT
11/23/2016 9:00:00 PM,30,.Z.RHODEISLAND
11/23/2016 9:00:00 PM,30.38,.Z.SEMASS
11/23/2016 9:00:00 PM,30.34,.Z.WCMASS
11/23/2016 9:00:00 PM,30.43,.Z.NEMASSBOST
11/23/2016 10:00:00 PM,31.59,.Z.MAINE
11/23/2016 10:00:00 PM,32.47,.Z.NEWHAMPSHIRE
11/23/2016 10:00:00 PM,32.45,.Z.VERMONT
11/23/2016 10:00:00 PM,32.8,.Z.CONNECTICUT
11/23/2016 10:00:00 PM,32.94,.Z.RHODEISLAND
11/23/2016 10:00:00 PM,33.14,.Z.SEMASS
11/23/2016 10:00:00 PM,33,.Z.WCMASS
11/23/2016 10:00:00 PM,33.09,.Z.NEMASSBOST
11/23/2016 11:00:00 PM,23.74,.Z.MAINE
11/23/2016 11:00:00 PM,24.3,.Z.NEWHAMPSHIRE
11/23/2016 11:00:00 PM,24.1,.Z.VERMONT
11/23/2016 11:00:00 PM,24.41,.Z.CONNECTICUT
11/23/2016 11:00:00 PM,24.8,.Z.RHODEISLAND
11/23/2016 11:00:00 PM,24.8,.Z.SEMASS
11/23/2016 11:00:00 PM,24.67,.Z.WCMASS
11/23/2016 11:00:00 PM,24.77,.Z.NEMASSBOST
11/24/2016 12:00:00 AM,28.26,.Z.MAINE
11/24/2016 12:00:00 AM,28.66,.Z.NEWHAMPSHIRE
11/24/2016 12:00:00 AM,28.21,.Z.VERMONT
11/24/2016 12:00:00 AM,28.35,.Z.CONNECTICUT
11/24/2016 12:00:00 AM,28.93,.Z.RHODEISLAND
11/24/2016 12:00:00 AM,28.98,.Z.SEMASS
11/24/2016 12:00:00 AM,28.81,.Z.WCMASS
11/24/2016 12:00:00 AM,29.09,.Z.NEMASSBOST
11/24/2016 1:00:00 AM,27.28,.Z.MAINE
11/24/2016 1:00:00 AM,27.56,.Z.NEWHAMPSHIRE
11/24/2016 1:00:00 AM,27.2,.Z.VERMONT
11/24/2016 1:00:00 AM,27.21,.Z.CONNECTICUT
11/24/2016 1:00:00 AM,27.85,.Z.RHODEISLAND
11/24/2016 1:00:00 AM,27.87,.Z.SEMASS
11/24/2016 1:00:00 AM,27.66,.Z.WCMASS
11/24/2016 1:00:00 AM,27.93,.Z.NEMASSBOST
11/24/2016 2:00:00 AM,24.33,.Z.MAINE
11/24/2016 2:00:00 AM,24.67,.Z.NEWHAMPSHIRE
11/24/2016 2:00:00 AM,24.46,.Z.VERMONT
11/24/2016 2:00:00 AM,24.45,.Z.CONNECTICUT
11/24/2016 2:00:00 AM,24.94,.Z.RHODEISLAND
11/24/2016 2:00:00 AM,24.95,.Z.SEMASS
11/24/2016 2:00:00 AM,24.78,.Z.WCMASS
11/24/2016 2:00:00 AM,24.98,.Z.NEMASSBOST
11/24/2016 3:00:00 AM,15.87,.Z.MAINE
11/24/2016 3:00:00 AM,16.13,.Z.NEWHAMPSHIRE
11/24/2016 3:00:00 AM,16.05,.Z.VERMONT
11/24/2016 3:00:00 AM,16.01,.Z.CONNECTICUT
11/24/2016 3:00:00 AM,16.3,.Z.RHODEISLAND
11/24/2016 3:00:00 AM,16.3,.Z.SEMASS
11/24/2016 3:00:00 AM,16.21,.Z.WCMASS
11/24/2016 3:00:00 AM,16.32,.Z.NEMASSBOST
11/24/2016 4:00:00 AM,19.13,.Z.MAINE
11/24/2016 4:00:00 AM,19.42,.Z.NEWHAMPSHIRE
11/24/2016 4:00:00 AM,19.36,.Z.VERMONT
11/24/2016 4:00:00 AM,19.3,.Z.CONNECTICUT
11/24/2016 4:00:00 AM,19.61,.Z.RHODEISLAND
11/24/2016 4:00:00 AM,19.61,.Z.SEMASS
11/24/2016 4:00:00 AM,19.53,.Z.WCMASS
11/24/2016 4:00:00 AM,19.62,.Z.NEMASSBOST
11/24/2016 5:00:00 AM,22.95,.Z.MAINE
11/24/2016 5:00:00 AM,23.18,.Z.NEWHAMPSHIRE
11/24/2016 5:00:00 AM,22.98,.Z.VERMONT
11/24/2016 5:00:00 AM,23.01,.Z.CONNECTICUT
11/24/2016 5:00:00 AM,23.43,.Z.RHODEISLAND
11/24/2016 5:00:00 AM,23.42,.Z.SEMASS
11/24/2016 5:00:00 AM,23.32,.Z.WCMASS
11/24/2016 5:00:00 AM,23.43,.Z.NEMASSBOST
11/24/2016 6:00:00 AM,28.14,.Z.MAINE
11/24/2016 6:00:00 AM,28.27,.Z.NEWHAMPSHIRE
11/24/2016 6:00:00 AM,27.9,.Z.VERMONT
11/24/2016 6:00:00 AM,27.93,.Z.CONNECTICUT
11/24/2016 6:00:00 AM,28.43,.Z.RHODEISLAND
11/24/2016 6:00:00 AM,28.35,.Z.SEMASS
11/24/2016 6:00:00 AM,28.3,.Z.WCMASS
11/24/2016 6:00:00 AM,28.46,.Z.NEMASSBOST
11/24/2016 7:00:00 AM,31.45,.Z.MAINE
11/24/2016 7:00:00 AM,31.5,.Z.NEWHAMPSHIRE
11/24/2016 7:00:00 AM,31.04,.Z.VERMONT
11/24/2016 7:00:00 AM,30.99,.Z.CONNECTICUT
11/24/2016 7:00:00 AM,31.51,.Z.RHODEISLAND
11/24/2016 7:00:00 AM,31.47,.Z.SEMASS
11/24/2016 7:00:00 AM,31.44,.Z.WCMASS
11/24/2016 7:00:00 AM,31.6,.Z.NEMASSBOST
11/24/2016 8:00:00 AM,43.95,.Z.MAINE
11/24/2016 8:00:00 AM,43.96,.Z.NEWHAMPSHIRE
11/24/2016 8:00:00 AM,43.27,.Z.VERMONT
11/24/2016 8:00:00 AM,43.28,.Z.CONNECTICUT
11/24/2016 8:00:00 AM,44.02,.Z.RHODEISLAND
11/24/2016 8:00:00 AM,43.95,.Z.SEMASS
11/24/2016 8:00:00 AM,43.86,.Z.WCMASS
11/24/2016 8:00:00 AM,44.17,.Z.NEMASSBOST
11/24/2016 9:00:00 AM,50.36,.Z.MAINE
11/24/2016 9:00:00 AM,50.31,.Z.NEWHAMPSHIRE
11/24/2016 9:00:00 AM,49.24,.Z.VERMONT
11/24/2016 9:00:00 AM,49.43,.Z.CONNECTICUT
11/24/2016 9:00:00 AM,50.49,.Z.RHODEISLAND
11/24/2016 9:00:00 AM,50.51,.Z.SEMASS
11/24/2016 9:00:00 AM,50.21,.Z.WCMASS
11/24/2016 9:00:00 AM,50.75,.Z.NEMASSBOST
11/24/2016 10:00:00 AM,33.36,.Z.MAINE
11/24/2016 10:00:00 AM,33.33,.Z.NEWHAMPSHIRE
11/24/2016 10:00:00 AM,32.51,.Z.VERMONT
11/24/2016 10:00:00 AM,32.64,.Z.CONNECTICUT
11/24/2016 10:00:00 AM,33.4,.Z.RHODEISLAND
11/24/2016 10:00:00 AM,33.49,.Z.SEMASS
11/24/2016 10:00:00 AM,33.2,.Z.WCMASS
11/24/2016 10:00:00 AM,33.66,.Z.NEMASSBOST
11/24/2016 11:00:00 AM,45.71,.Z.MAINE
11/24/2016 11:00:00 AM,45.7,.Z.NEWHAMPSHIRE
11/24/2016 11:00:00 AM,44.52,.Z.VERMONT
11/24/2016 11:00:00 AM,44.79,.Z.CONNECTICUT
11/24/2016 11:00:00 AM,45.77,.Z.RHODEISLAND
11/24/2016 11:00:00 AM,45.96,.Z.SEMASS
11/24/2016 11:00:00 AM,45.52,.Z.WCMASS
11/24/2016 11:00:00 AM,46.2,.Z.NEMASSBOST
11/24/2016 12:00:00 PM,34.2,.Z.MAINE
11/24/2016 12:00:00 PM,34.29,.Z.NEWHAMPSHIRE
11/24/2016 12:00:00 PM,33.47,.Z.VERMONT
11/24/2016 12:00:00 PM,33.74,.Z.CONNECTICUT
11/24/2016 12:00:00 PM,34.42,.Z.RHODEISLAND
11/24/2016 12:00:00 PM,34.57,.Z.SEMASS
11/24/2016 12:00:00 PM,34.23,.Z.WCMASS
11/24/2016 12:00:00 PM,34.71,.Z.NEMASSBOST
11/24/2016 1:00:00 PM,27.38,.Z.MAINE
11/24/2016 1:00:00 PM,27.54,.Z.NEWHAMPSHIRE
11/24/2016 1:00:00 PM,27.11,.Z.VERMONT
11/24/2016 1:00:00 PM,27.25,.Z.CONNECTICUT
11/24/2016 1:00:00 PM,27.65,.Z.RHODEISLAND
11/24/2016 1:00:00 PM,27.75,.Z.SEMASS
11/24/2016 1:00:00 PM,27.56,.Z.WCMASS
11/24/2016 1:00:00 PM,27.85,.Z.NEMASSBOST
11/24/2016 2:00:00 PM,28.46,.Z.MAINE
11/24/2016 2:00:00 PM,28.69,.Z.NEWHAMPSHIRE
11/24/2016 2:00:00 PM,28.48,.Z.VERMONT
11/24/2016 2:00:00 PM,28.53,.Z.CONNECTICUT
11/24/2016 2:00:00 PM,28.75,.Z.RHODEISLAND
11/24/2016 2:00:00 PM,28.81,.Z.SEMASS
11/24/2016 2:00:00 PM,28.72,.Z.WCMASS
11/24/2016 2:00:00 PM,28.94,.Z.NEMASSBOST
11/24/2016 3:00:00 PM,27.14,.Z.MAINE
11/24/2016 3:00:00 PM,27.28,.Z.NEWHAMPSHIRE
11/24/2016 3:00:00 PM,27.11,.Z.VERMONT
11/24/2016 3:00:00 PM,27.09,.Z.CONNECTICUT
11/24/2016 3:00:00 PM,27.33,.Z.RHODEISLAND
11/24/2016 3:00:00 PM,27.32,.Z.SEMASS
11/24/2016 3:00:00 PM,27.26,.Z.WCMASS
11/24/2016 3:00:00 PM,27.44,.Z.NEMASSBOST
11/24/2016 4:00:00 PM,28.52,.Z.MAINE
11/24/2016 4:00:00 PM,28.61,.Z.NEWHAMPSHIRE
11/24/2016 4:00:00 PM,28.37,.Z.VERMONT
11/24/2016 4:00:00 PM,28.38,.Z.CONNECTICUT
11/24/2016 4:00:00 PM,28.68,.Z.RHODEISLAND
11/24/2016 4:00:00 PM,28.7,.Z.SEMASS
11/24/2016 4:00:00 PM,28.62,.Z.WCMASS
11/24/2016 4:00:00 PM,28.81,.Z.NEMASSBOST
11/24/2016 5:00:00 PM,26.69,.Z.MAINE
11/24/2016 5:00:00 PM,26.77,.Z.NEWHAMPSHIRE
11/24/2016 5:00:00 PM,26.5,.Z.VERMONT
11/24/2016 5:00:00 PM,26.64,.Z.CONNECTICUT
11/24/2016 5:00:00 PM,26.92,.Z.RHODEISLAND
11/24/2016 5:00:00 PM,26.94,.Z.SEMASS
11/24/2016 5:00:00 PM,26.85,.Z.WCMASS
11/24/2016 5:00:00 PM,27.02,.Z.NEMASSBOST
11/24/2016 6:00:00 PM,27.57,.Z.MAINE
11/24/2016 6:00:00 PM,27.69,.Z.NEWHAMPSHIRE
11/24/2016 6:00:00 PM,27.43,.Z.VERMONT
11/24/2016 6:00:00 PM,27.71,.Z.CONNECTICUT
11/24/2016 6:00:00 PM,27.92,.Z.RHODEISLAND
11/24/2016 6:00:00 PM,27.92,.Z.SEMASS
11/24/2016 6:00:00 PM,27.85,.Z.WCMASS
11/24/2016 6:00:00 PM,27.99,.Z.NEMASSBOST
11/24/2016 7:00:00 PM,22.37,.Z.MAINE
11/24/2016 7:00:00 PM,22.47,.Z.NEWHAMPSHIRE
11/24/2016 7:00:00 PM,22.26,.Z.VERMONT
11/24/2016 7:00:00 PM,22.5,.Z.CONNECTICUT
11/24/2016 7:00:00 PM,22.69,.Z.RHODEISLAND
11/24/2016 7:00:00 PM,22.66,.Z.SEMASS
11/24/2016 7:00:00 PM,22.61,.Z.WCMASS
11/24/2016 7:00:00 PM,22.71,.Z.NEMASSBOST
11/24/2016 8:00:00 PM,23.55,.Z.MAINE
11/24/2016 8:00:00 PM,23.68,.Z.NEWHAMPSHIRE
11/24/2016 8:00:00 PM,23.45,.Z.VERMONT
11/24/2016 8:00:00 PM,23.72,.Z.CONNECTICUT
11/24/2016 8:00:00 PM,24,.Z.RHODEISLAND
11/24/2016 8:00:00 PM,23.9,.Z.SEMASS
11/24/2016 8:00:00 PM,23.84,.Z.WCMASS
11/24/2016 8:00:00 PM,23.95,.Z.NEMASSBOST
11/24/2016 9:00:00 PM,42.66,.Z.MAINE
11/24/2016 9:00:00 PM,42.81,.Z.NEWHAMPSHIRE
11/24/2016 9:00:00 PM,42.3,.Z.VERMONT
11/24/2016 9:00:00 PM,42.56,.Z.CONNECTICUT
11/24/2016 9:00:00 PM,43.34,.Z.RHODEISLAND
11/24/2016 9:00:00 PM,43.24,.Z.SEMASS
11/24/2016 9:00:00 PM,43,.Z.WCMASS
11/24/2016 9:00:00 PM,43.27,.Z.NEMASSBOST
11/24/2016 10:00:00 PM,52.72,.Z.MAINE
11/24/2016 10:00:00 PM,52.86,.Z.NEWHAMPSHIRE
11/24/2016 10:00:00 PM,51.86,.Z.VERMONT
11/24/2016 10:00:00 PM,52.08,.Z.CONNECTICUT
11/24/2016 10:00:00 PM,53.46,.Z.RHODEISLAND
11/24/2016 10:00:00 PM,53.52,.Z.SEMASS
11/24/2016 10:00:00 PM,52.96,.Z.WCMASS
11/24/2016 10:00:00 PM,53.55,.Z.NEMASSBOST
11/24/2016 11:00:00 PM,27.69,.Z.MAINE
11/24/2016 11:00:00 PM,27.84,.Z.NEWHAMPSHIRE
11/24/2016 11:00:00 PM,27.5,.Z.VERMONT
11/24/2016 11:00:00 PM,27.71,.Z.CONNECTICUT
11/24/2016 11:00:00 PM,28.21,.Z.RHODEISLAND
11/24/2016 11:00:00 PM,28.24,.Z.SEMASS
11/24/2016 11:00:00 PM,27.99,.Z.WCMASS
11/24/2016 11:00:00 PM,28.3,.Z.NEMASSBOST
11/25/2016 12:00:00 AM,36.05,.Z.MAINE
11/25/2016 12:00:00 AM,36.27,.Z.NEWHAMPSHIRE
11/25/2016 12:00:00 AM,35.92,.Z.VERMONT
11/25/2016 12:00:00 AM,36.12,.Z.CONNECTICUT
11/25/2016 12:00:00 AM,36.62,.Z.RHODEISLAND
11/25/2016 12:00:00 AM,36.6,.Z.SEMASS
11/25/2016 12:00:00 AM,36.42,.Z.WCMASS
11/25/2016 12:00:00 AM,36.72,.Z.NEMASSBOST
11/25/2016 1:00:00 AM,43.61,.Z.MAINE
11/25/2016 1:00:00 AM,43.88,.Z.NEWHAMPSHIRE
11/25/2016 1:00:00 AM,43.32,.Z.VERMONT
11/25/2016 1:00:00 AM,43.61,.Z.CONNECTICUT
11/25/2016 1:00:00 AM,44.22,.Z.RHODEISLAND
11/25/2016 1:00:00 AM,44.13,.Z.SEMASS
11/25/2016 1:00:00 AM,43.99,.Z.WCMASS
11/25/2016 1:00:00 AM,44.33,.Z.NEMASSBOST
11/25/2016 2:00:00 AM,33.77,.Z.MAINE
11/25/2016 2:00:00 AM,34.1,.Z.NEWHAMPSHIRE
11/25/2016 2:00:00 AM,33.85,.Z.VERMONT
11/25/2016 2:00:00 AM,33.94,.Z.CONNECTICUT
11/25/2016 2:00:00 AM,34.34,.Z.RHODEISLAND
11/25/2016 2:00:00 AM,34.26,.Z.SEMASS
11/25/2016 2:00:00 AM,34.22,.Z.WCMASS
11/25/2016 2:00:00 AM,34.41,.Z.NEMASSBOST
11/25/2016 3:00:00 AM,32.22,.Z.MAINE
11/25/2016 3:00:00 AM,32.59,.Z.NEWHAMPSHIRE
11/25/2016 3:00:00 AM,32.4,.Z.VERMONT
11/25/2016 3:00:00 AM,32.48,.Z.CONNECTICUT
11/25/2016 3:00:00 AM,32.83,.Z.RHODEISLAND
11/25/2016 3:00:00 AM,32.75,.Z.SEMASS
11/25/2016 3:00:00 AM,32.74,.Z.WCMASS
11/25/2016 3:00:00 AM,32.88,.Z.NEMASSBOST
11/25/2016 4:00:00 AM,52.08,.Z.MAINE
11/25/2016 4:00:00 AM,52.47,.Z.NEWHAMPSHIRE
